cardholder_id,month,mcc_category,spend_amount
2469,2024-01-01,Dining & restaurants,158.45
2470,2024-01-01,Dining & restaurants,313.08
2471,2024-01-01,Dining & restaurants,248.86
2472,2024-01-01,Dining & restaurants,369.64
2473,2024-01-01,Dining & restaurants,32.79
2474,2024-01-01,Dining & restaurants,132.63
2475,2024-01-01,Dining & restaurants,145.97
2476,2024-01-01,Dining & restaurants,272.83
2477,2024-01-01,Dining & restaurants,920.68
2478,2024-01-01,Dining & restaurants,312.84
2479,2024-01-01,Dining & restaurants,406.29
2480,2024-01-01,Dining & restaurants,240.54
2481,2024-01-01,Dining & restaurants,360.23
2482,2024-01-01,Dining & restaurants,150.29
2483,2024-01-01,Dining & restaurants,67.76
2484,2024-01-01,Dining & restaurants,1158.09
2485,2024-01-01,Dining & restaurants,271.91
2486,2024-01-01,Dining & restaurants,87.23
2487,2024-01-01,Dining & restaurants,99.03
2488,2024-01-01,Dining & restaurants,271.06
2489,2024-01-01,Dining & restaurants,181.77
2490,2024-01-01,Dining & restaurants,263.66
2491,2024-01-01,Dining & restaurants,373.58
2492,2024-01-01,Dining & restaurants,152.56
2493,2024-01-01,Dining & restaurants,413.96
2494,2024-01-01,Dining & restaurants,289.79
2495,2024-01-01,Dining & restaurants,45.19
2496,2024-01-01,Dining & restaurants,346.82
2497,2024-01-01,Dining & restaurants,115.0
2498,2024-01-01,Dining & restaurants,510.0
2499,2024-01-01,Dining & restaurants,51.91
2500,2024-01-01,Dining & restaurants,191.8
2501,2024-01-01,Dining & restaurants,297.69
2502,2024-01-01,Dining & restaurants,661.88
2503,2024-01-01,Dining & restaurants,692.81
2504,2024-01-01,Dining & restaurants,174.3
2505,2024-01-01,Dining & restaurants,299.93
2506,2024-01-01,Dining & restaurants,327.3
2507,2024-01-01,Dining & restaurants,227.12
2508,2024-01-01,Dining & restaurants,191.0
2509,2024-01-01,Dining & restaurants,251.27
2510,2024-01-01,Dining & restaurants,138.92
2511,2024-01-01,Dining & restaurants,255.16
2512,2024-01-01,Dining & restaurants,229.26
2513,2024-01-01,Dining & restaurants,356.88
2514,2024-01-01,Dining & restaurants,199.22
2515,2024-01-01,Dining & restaurants,72.0
2516,2024-01-01,Dining & restaurants,59.69
2517,2024-01-01,Dining & restaurants,716.74
2518,2024-01-01,Dining & restaurants,345.02
2519,2024-01-01,Dining & restaurants,212.09
2520,2024-01-01,Dining & restaurants,107.61
2521,2024-01-01,Dining & restaurants,147.53
2522,2024-01-01,Dining & restaurants,272.53
2523,2024-01-01,Dining & restaurants,166.47
2524,2024-01-01,Dining & restaurants,228.77
2525,2024-01-01,Dining & restaurants,136.82
2526,2024-01-01,Dining & restaurants,310.87
2527,2024-01-01,Dining & restaurants,476.28
2528,2024-01-01,Dining & restaurants,152.99
2529,2024-01-01,Dining & restaurants,321.51
2530,2024-01-01,Dining & restaurants,145.62
2531,2024-01-01,Dining & restaurants,120.36
2532,2024-01-01,Dining & restaurants,150.98
2533,2024-01-01,Dining & restaurants,380.09
2534,2024-01-01,Dining & restaurants,1108.72
2535,2024-01-01,Dining & restaurants,295.96
2536,2024-01-01,Dining & restaurants,229.23
2537,2024-01-01,Dining & restaurants,171.69
2538,2024-01-01,Dining & restaurants,463.43
2539,2024-01-01,Dining & restaurants,96.41
2540,2024-01-01,Dining & restaurants,183.05
2541,2024-01-01,Dining & restaurants,242.08
2542,2024-01-01,Dining & restaurants,315.12
2543,2024-01-01,Dining & restaurants,208.18
2544,2024-01-01,Dining & restaurants,141.89
2545,2024-01-01,Dining & restaurants,1674.9
2546,2024-01-01,Dining & restaurants,270.41
2547,2024-01-01,Dining & restaurants,638.46
2548,2024-01-01,Dining & restaurants,608.09
2549,2024-01-01,Dining & restaurants,457.86
2550,2024-01-01,Dining & restaurants,1043.78
2551,2024-01-01,Dining & restaurants,310.13
2552,2024-01-01,Dining & restaurants,552.97
2553,2024-01-01,Dining & restaurants,617.25
2554,2024-01-01,Dining & restaurants,69.75
2555,2024-01-01,Dining & restaurants,742.27
2556,2024-01-01,Dining & restaurants,323.85
2557,2024-01-01,Dining & restaurants,285.34
2558,2024-01-01,Dining & restaurants,206.57
2559,2024-01-01,Dining & restaurants,416.52
2560,2024-01-01,Dining & restaurants,155.92
2561,2024-01-01,Dining & restaurants,303.16
2562,2024-01-01,Dining & restaurants,169.57
2563,2024-01-01,Dining & restaurants,378.89
2564,2024-01-01,Dining & restaurants,1218.24
2565,2024-01-01,Dining & restaurants,493.99
2566,2024-01-01,Dining & restaurants,735.23
2567,2024-01-01,Dining & restaurants,291.5
2568,2024-01-01,Dining & restaurants,257.9
2569,2024-01-01,Dining & restaurants,127.45
2570,2024-01-01,Dining & restaurants,108.44
2571,2024-01-01,Dining & restaurants,263.11
2572,2024-01-01,Dining & restaurants,67.96
2573,2024-01-01,Dining & restaurants,379.19
2574,2024-01-01,Dining & restaurants,119.68
2575,2024-01-01,Dining & restaurants,380.43
2576,2024-01-01,Dining & restaurants,312.5
2577,2024-01-01,Dining & restaurants,34.68
2578,2024-01-01,Dining & restaurants,90.65
2579,2024-01-01,Dining & restaurants,221.44
2580,2024-01-01,Dining & restaurants,131.47
2581,2024-01-01,Dining & restaurants,1070.16
2582,2024-01-01,Dining & restaurants,130.98
2583,2024-01-01,Dining & restaurants,74.9
2584,2024-01-01,Dining & restaurants,1242.37
2585,2024-01-01,Dining & restaurants,260.74
2586,2024-01-01,Dining & restaurants,237.31
2587,2024-01-01,Dining & restaurants,822.24
2588,2024-01-01,Dining & restaurants,195.1
2589,2024-01-01,Dining & restaurants,325.98
2590,2024-01-01,Dining & restaurants,738.12
2591,2024-01-01,Dining & restaurants,134.28
2592,2024-01-01,Dining & restaurants,175.04
2593,2024-01-01,Dining & restaurants,215.93
2594,2024-01-01,Dining & restaurants,226.66
2595,2024-01-01,Dining & restaurants,955.77
2596,2024-01-01,Dining & restaurants,194.59
2597,2024-01-01,Dining & restaurants,68.35
2598,2024-01-01,Dining & restaurants,332.97
2599,2024-01-01,Dining & restaurants,1561.96
2600,2024-01-01,Dining & restaurants,1063.42
2601,2024-01-01,Dining & restaurants,188.61
2602,2024-01-01,Dining & restaurants,713.94
2603,2024-01-01,Dining & restaurants,207.1
2604,2024-01-01,Dining & restaurants,514.17
2605,2024-01-01,Dining & restaurants,1348.91
2606,2024-01-01,Dining & restaurants,262.19
2607,2024-01-01,Dining & restaurants,382.6
2608,2024-01-01,Dining & restaurants,200.72
2609,2024-01-01,Dining & restaurants,279.12
2610,2024-01-01,Dining & restaurants,648.62
2611,2024-01-01,Dining & restaurants,376.24
2612,2024-01-01,Dining & restaurants,259.45
2613,2024-01-01,Dining & restaurants,527.31
2614,2024-01-01,Dining & restaurants,182.68
2615,2024-01-01,Dining & restaurants,357.64
2616,2024-01-01,Dining & restaurants,361.66
2617,2024-01-01,Dining & restaurants,237.57
2618,2024-01-01,Dining & restaurants,285.88
2619,2024-01-01,Dining & restaurants,209.53
2620,2024-01-01,Dining & restaurants,169.61
2621,2024-01-01,Dining & restaurants,196.14
2622,2024-01-01,Dining & restaurants,373.92
2623,2024-01-01,Dining & restaurants,203.73
2624,2024-01-01,Dining & restaurants,109.67
2625,2024-01-01,Dining & restaurants,384.21
2626,2024-01-01,Dining & restaurants,156.55
2627,2024-01-01,Dining & restaurants,230.49
2628,2024-01-01,Dining & restaurants,192.05
2629,2024-01-01,Dining & restaurants,253.45
2630,2024-01-01,Dining & restaurants,721.85
2631,2024-01-01,Dining & restaurants,105.24
2632,2024-01-01,Dining & restaurants,161.44
2633,2024-01-01,Dining & restaurants,379.7
2634,2024-01-01,Dining & restaurants,448.51
2635,2024-01-01,Dining & restaurants,304.62
2636,2024-01-01,Dining & restaurants,282.16
2637,2024-01-01,Dining & restaurants,100.53
2638,2024-01-01,Dining & restaurants,426.84
2639,2024-01-01,Dining & restaurants,79.89
2640,2024-01-01,Dining & restaurants,135.05
2641,2024-01-01,Dining & restaurants,192.4
2642,2024-01-01,Dining & restaurants,2756.15
2643,2024-01-01,Dining & restaurants,84.28
2644,2024-01-01,Dining & restaurants,201.39
2645,2024-01-01,Dining & restaurants,450.22
2646,2024-01-01,Dining & restaurants,602.4
2647,2024-01-01,Dining & restaurants,94.75
2648,2024-01-01,Dining & restaurants,244.39
2649,2024-01-01,Dining & restaurants,339.27
2650,2024-01-01,Dining & restaurants,259.37
2651,2024-01-01,Dining & restaurants,1031.71
2652,2024-01-01,Dining & restaurants,174.25
2653,2024-01-01,Dining & restaurants,150.23
2654,2024-01-01,Dining & restaurants,418.75
2655,2024-01-01,Dining & restaurants,508.64
2656,2024-01-01,Dining & restaurants,339.38
2657,2024-01-01,Dining & restaurants,158.11
2658,2024-01-01,Dining & restaurants,201.94
2659,2024-01-01,Dining & restaurants,173.11
2660,2024-01-01,Dining & restaurants,34.3
2661,2024-01-01,Dining & restaurants,210.25
2662,2024-01-01,Dining & restaurants,299.44
2663,2024-01-01,Dining & restaurants,115.46
2664,2024-01-01,Dining & restaurants,261.24
2665,2024-01-01,Dining & restaurants,184.28
2666,2024-01-01,Dining & restaurants,494.77
2667,2024-01-01,Dining & restaurants,371.08
2668,2024-01-01,Dining & restaurants,1056.27
2669,2024-01-01,Dining & restaurants,183.06
2670,2024-01-01,Dining & restaurants,372.67
2671,2024-01-01,Dining & restaurants,171.41
2672,2024-01-01,Dining & restaurants,340.78
2673,2024-01-01,Dining & restaurants,188.75
2674,2024-01-01,Dining & restaurants,524.01
2675,2024-01-01,Dining & restaurants,320.24
2676,2024-01-01,Dining & restaurants,752.75
2677,2024-01-01,Dining & restaurants,393.12
2678,2024-01-01,Dining & restaurants,302.33
2679,2024-01-01,Dining & restaurants,188.61
2680,2024-01-01,Dining & restaurants,107.74
2681,2024-01-01,Dining & restaurants,493.89
2682,2024-01-01,Dining & restaurants,251.86
2683,2024-01-01,Dining & restaurants,128.64
2684,2024-01-01,Dining & restaurants,80.66
2685,2024-01-01,Dining & restaurants,331.2
2686,2024-01-01,Dining & restaurants,228.27
2687,2024-01-01,Dining & restaurants,711.14
2688,2024-01-01,Dining & restaurants,317.0
2689,2024-01-01,Dining & restaurants,128.85
2690,2024-01-01,Dining & restaurants,376.79
2691,2024-01-01,Dining & restaurants,151.24
2692,2024-01-01,Dining & restaurants,146.67
2693,2024-01-01,Dining & restaurants,266.15
2694,2024-01-01,Dining & restaurants,694.09
2695,2024-01-01,Dining & restaurants,133.51
2696,2024-01-01,Dining & restaurants,246.22
2697,2024-01-01,Dining & restaurants,320.46
2698,2024-01-01,Dining & restaurants,137.43
2699,2024-01-01,Dining & restaurants,815.84
2700,2024-01-01,Dining & restaurants,959.03
2701,2024-01-01,Dining & restaurants,1235.37
2702,2024-01-01,Dining & restaurants,185.2
2703,2024-01-01,Dining & restaurants,195.47
2704,2024-01-01,Dining & restaurants,304.08
2705,2024-01-01,Dining & restaurants,269.64
2706,2024-01-01,Dining & restaurants,445.41
2707,2024-01-01,Dining & restaurants,341.79
2708,2024-01-01,Dining & restaurants,550.35
2709,2024-01-01,Dining & restaurants,465.96
2710,2024-01-01,Dining & restaurants,289.95
2711,2024-01-01,Dining & restaurants,35.62
2712,2024-01-01,Dining & restaurants,182.71
2713,2024-01-01,Dining & restaurants,434.0
2714,2024-01-01,Dining & restaurants,643.82
2715,2024-01-01,Dining & restaurants,745.28
2716,2024-01-01,Dining & restaurants,384.07
2717,2024-01-01,Dining & restaurants,355.76
2718,2024-01-01,Dining & restaurants,85.02
2719,2024-01-01,Dining & restaurants,661.49
2720,2024-01-01,Dining & restaurants,359.69
2721,2024-01-01,Dining & restaurants,67.99
2722,2024-01-01,Dining & restaurants,101.64
2723,2024-01-01,Dining & restaurants,160.53
2724,2024-01-01,Dining & restaurants,150.59
2725,2024-01-01,Dining & restaurants,218.14
2726,2024-01-01,Dining & restaurants,247.45
2727,2024-01-01,Dining & restaurants,1523.88
2728,2024-01-01,Dining & restaurants,715.09
2729,2024-01-01,Dining & restaurants,98.43
2730,2024-01-01,Dining & restaurants,190.13
2731,2024-01-01,Dining & restaurants,101.34
2732,2024-01-01,Dining & restaurants,155.38
2733,2024-01-01,Dining & restaurants,1225.71
2734,2024-01-01,Dining & restaurants,153.91
2735,2024-01-01,Dining & restaurants,65.73
2736,2024-01-01,Dining & restaurants,96.57
2737,2024-01-01,Dining & restaurants,88.18
2738,2024-01-01,Dining & restaurants,156.88
2739,2024-01-01,Dining & restaurants,152.65
2740,2024-01-01,Dining & restaurants,462.17
2741,2024-01-01,Dining & restaurants,553.65
2742,2024-01-01,Dining & restaurants,1133.5
2743,2024-01-01,Dining & restaurants,513.3
2744,2024-01-01,Dining & restaurants,544.93
2745,2024-01-01,Dining & restaurants,102.1
2746,2024-01-01,Dining & restaurants,471.96
2747,2024-01-01,Dining & restaurants,94.35
2748,2024-01-01,Dining & restaurants,973.4
2749,2024-01-01,Dining & restaurants,218.83
2750,2024-01-01,Dining & restaurants,157.88
2751,2024-01-01,Dining & restaurants,233.82
2752,2024-01-01,Dining & restaurants,360.13
2753,2024-01-01,Dining & restaurants,121.07
2754,2024-01-01,Dining & restaurants,258.93
2755,2024-01-01,Dining & restaurants,61.61
2756,2024-01-01,Dining & restaurants,1341.37
2757,2024-01-01,Dining & restaurants,159.01
2758,2024-01-01,Dining & restaurants,154.17
2759,2024-01-01,Dining & restaurants,211.09
2760,2024-01-01,Dining & restaurants,590.36
2761,2024-01-01,Dining & restaurants,811.75
2762,2024-01-01,Dining & restaurants,446.6
2763,2024-01-01,Dining & restaurants,435.17
2764,2024-01-01,Dining & restaurants,123.18
2765,2024-01-01,Dining & restaurants,831.23
2766,2024-01-01,Dining & restaurants,200.0
2767,2024-01-01,Dining & restaurants,134.92
2768,2024-01-01,Dining & restaurants,208.86
2769,2024-01-01,Dining & restaurants,228.99
2770,2024-01-01,Dining & restaurants,149.45
2771,2024-01-01,Dining & restaurants,701.05
2772,2024-01-01,Dining & restaurants,151.99
2773,2024-01-01,Dining & restaurants,44.86
2774,2024-01-01,Dining & restaurants,98.36
2775,2024-01-01,Dining & restaurants,622.18
2776,2024-01-01,Dining & restaurants,226.24
2777,2024-01-01,Dining & restaurants,559.46
2778,2024-01-01,Dining & restaurants,264.77
2779,2024-01-01,Dining & restaurants,262.52
2780,2024-01-01,Dining & restaurants,141.47
2781,2024-01-01,Dining & restaurants,2054.75
2782,2024-01-01,Dining & restaurants,176.07
2783,2024-01-01,Dining & restaurants,35.82
2784,2024-01-01,Dining & restaurants,100.75
2785,2024-01-01,Dining & restaurants,138.59
2786,2024-01-01,Dining & restaurants,761.16
2787,2024-01-01,Dining & restaurants,258.47
2788,2024-01-01,Dining & restaurants,352.82
2789,2024-01-01,Dining & restaurants,145.68
2790,2024-01-01,Dining & restaurants,33.24
2791,2024-01-01,Dining & restaurants,237.81
2792,2024-01-01,Dining & restaurants,94.48
2793,2024-01-01,Dining & restaurants,245.2
2794,2024-01-01,Dining & restaurants,599.48
2795,2024-01-01,Dining & restaurants,485.66
2796,2024-01-01,Dining & restaurants,297.11
2797,2024-01-01,Dining & restaurants,2049.44
2798,2024-01-01,Dining & restaurants,201.59
2799,2024-01-01,Dining & restaurants,17.39
2800,2024-01-01,Dining & restaurants,238.63
2801,2024-01-01,Dining & restaurants,391.74
2802,2024-01-01,Dining & restaurants,154.17
2803,2024-01-01,Dining & restaurants,129.78
2804,2024-01-01,Dining & restaurants,117.5
2805,2024-01-01,Dining & restaurants,162.9
2806,2024-01-01,Dining & restaurants,90.41
2807,2024-01-01,Dining & restaurants,592.57
2808,2024-01-01,Dining & restaurants,1350.91
2809,2024-01-01,Dining & restaurants,58.53
2810,2024-01-01,Dining & restaurants,305.29
2811,2024-01-01,Dining & restaurants,426.16
2812,2024-01-01,Dining & restaurants,124.03
2813,2024-01-01,Dining & restaurants,325.97
2814,2024-01-01,Dining & restaurants,274.1
2815,2024-01-01,Dining & restaurants,190.58
2816,2024-01-01,Dining & restaurants,74.18
2817,2024-01-01,Dining & restaurants,122.41
2818,2024-01-01,Dining & restaurants,387.51
2819,2024-01-01,Dining & restaurants,371.74
2820,2024-01-01,Dining & restaurants,267.19
2821,2024-01-01,Dining & restaurants,85.2
2822,2024-01-01,Dining & restaurants,710.62
2823,2024-01-01,Dining & restaurants,114.24
2824,2024-01-01,Dining & restaurants,166.95
2825,2024-01-01,Dining & restaurants,1122.9
2826,2024-01-01,Dining & restaurants,58.27
2827,2024-01-01,Dining & restaurants,932.08
2828,2024-01-01,Dining & restaurants,2146.86
2829,2024-01-01,Dining & restaurants,613.28
2830,2024-01-01,Dining & restaurants,1001.35
2831,2024-01-01,Dining & restaurants,151.59
2832,2024-01-01,Dining & restaurants,478.85
2833,2024-01-01,Dining & restaurants,883.14
2834,2024-01-01,Dining & restaurants,812.26
2835,2024-01-01,Dining & restaurants,279.16
2836,2024-01-01,Dining & restaurants,84.73
2837,2024-01-01,Dining & restaurants,117.05
2838,2024-01-01,Dining & restaurants,786.21
2839,2024-01-01,Dining & restaurants,425.74
2840,2024-01-01,Dining & restaurants,351.72
2841,2024-01-01,Dining & restaurants,315.02
2842,2024-01-01,Dining & restaurants,214.22
2843,2024-01-01,Dining & restaurants,224.42
2844,2024-01-01,Dining & restaurants,28.29
2845,2024-01-01,Dining & restaurants,165.3
2846,2024-01-01,Dining & restaurants,335.44
2847,2024-01-01,Dining & restaurants,228.72
2848,2024-01-01,Dining & restaurants,140.35
2849,2024-01-01,Dining & restaurants,282.63
2850,2024-01-01,Dining & restaurants,229.22
2851,2024-01-01,Dining & restaurants,167.74
2852,2024-01-01,Dining & restaurants,572.46
2853,2024-01-01,Dining & restaurants,119.14
2854,2024-01-01,Dining & restaurants,31.74
2855,2024-01-01,Dining & restaurants,479.53
2856,2024-01-01,Dining & restaurants,303.74
2857,2024-01-01,Dining & restaurants,968.72
2858,2024-01-01,Dining & restaurants,265.64
2859,2024-01-01,Dining & restaurants,1178.33
2860,2024-01-01,Dining & restaurants,127.64
2861,2024-01-01,Dining & restaurants,110.87
2862,2024-01-01,Dining & restaurants,380.28
2863,2024-01-01,Dining & restaurants,302.86
2864,2024-01-01,Dining & restaurants,510.04
2865,2024-01-01,Dining & restaurants,434.04
2866,2024-01-01,Dining & restaurants,160.21
2867,2024-01-01,Dining & restaurants,213.46
2868,2024-01-01,Dining & restaurants,77.53
2869,2024-01-01,Dining & restaurants,399.83
2870,2024-01-01,Dining & restaurants,291.18
2871,2024-01-01,Dining & restaurants,208.52
2872,2024-01-01,Dining & restaurants,90.07
2873,2024-01-01,Dining & restaurants,218.03
2874,2024-01-01,Dining & restaurants,159.9
2875,2024-01-01,Dining & restaurants,283.21
2876,2024-01-01,Dining & restaurants,1294.6
2877,2024-01-01,Dining & restaurants,411.93
2878,2024-01-01,Dining & restaurants,359.0
2879,2024-01-01,Dining & restaurants,1149.49
2880,2024-01-01,Dining & restaurants,487.19
2881,2024-01-01,Dining & restaurants,541.88
2882,2024-01-01,Dining & restaurants,229.95
2883,2024-01-01,Dining & restaurants,392.78
2884,2024-01-01,Dining & restaurants,257.17
2885,2024-01-01,Dining & restaurants,487.57
2886,2024-01-01,Dining & restaurants,90.25
2887,2024-01-01,Dining & restaurants,177.57
2888,2024-01-01,Dining & restaurants,456.15
2889,2024-01-01,Dining & restaurants,59.64
2890,2024-01-01,Dining & restaurants,159.47
2891,2024-01-01,Dining & restaurants,142.27
2892,2024-01-01,Dining & restaurants,425.6
2893,2024-01-01,Dining & restaurants,476.51
2894,2024-01-01,Dining & restaurants,44.17
2895,2024-01-01,Dining & restaurants,282.87
2896,2024-01-01,Dining & restaurants,176.53
2897,2024-01-01,Dining & restaurants,171.57
2898,2024-01-01,Dining & restaurants,623.71
2899,2024-01-01,Dining & restaurants,253.08
2900,2024-01-01,Dining & restaurants,684.65
2901,2024-01-01,Dining & restaurants,1166.9
2902,2024-01-01,Dining & restaurants,214.0
2903,2024-01-01,Dining & restaurants,1097.08
2904,2024-01-01,Dining & restaurants,192.9
2905,2024-01-01,Dining & restaurants,30.31
2906,2024-01-01,Dining & restaurants,917.74
2907,2024-01-01,Dining & restaurants,71.04
2908,2024-01-01,Dining & restaurants,599.1
2909,2024-01-01,Dining & restaurants,515.87
2910,2024-01-01,Dining & restaurants,434.67
2911,2024-01-01,Dining & restaurants,169.6
2912,2024-01-01,Dining & restaurants,1074.37
2913,2024-01-01,Dining & restaurants,107.67
2914,2024-01-01,Dining & restaurants,66.23
2915,2024-01-01,Dining & restaurants,337.2
2916,2024-01-01,Dining & restaurants,617.31
2917,2024-01-01,Dining & restaurants,497.67
2918,2024-01-01,Dining & restaurants,221.62
2919,2024-01-01,Dining & restaurants,506.82
2920,2024-01-01,Dining & restaurants,206.8
2921,2024-01-01,Dining & restaurants,388.37
2922,2024-01-01,Dining & restaurants,273.83
2923,2024-01-01,Dining & restaurants,209.71
2924,2024-01-01,Dining & restaurants,218.39
2925,2024-01-01,Dining & restaurants,418.3
2926,2024-01-01,Dining & restaurants,529.94
2927,2024-01-01,Dining & restaurants,85.52
2928,2024-01-01,Dining & restaurants,43.75
2929,2024-01-01,Dining & restaurants,158.52
2930,2024-01-01,Dining & restaurants,351.84
2931,2024-01-01,Dining & restaurants,414.48
2932,2024-01-01,Dining & restaurants,187.73
2933,2024-01-01,Dining & restaurants,547.15
2934,2024-01-01,Dining & restaurants,643.46
2935,2024-01-01,Dining & restaurants,290.49
2936,2024-01-01,Dining & restaurants,111.91
2937,2024-01-01,Dining & restaurants,58.31
2938,2024-01-01,Dining & restaurants,83.33
2939,2024-01-01,Dining & restaurants,133.63
2940,2024-01-01,Dining & restaurants,647.18
2941,2024-01-01,Dining & restaurants,130.2
2942,2024-01-01,Dining & restaurants,384.25
2943,2024-01-01,Dining & restaurants,567.99
2944,2024-01-01,Dining & restaurants,483.61
2945,2024-01-01,Dining & restaurants,159.63
2946,2024-01-01,Dining & restaurants,776.67
2947,2024-01-01,Dining & restaurants,188.03
2948,2024-01-01,Dining & restaurants,183.55
2949,2024-01-01,Dining & restaurants,677.72
2950,2024-01-01,Dining & restaurants,433.19
2951,2024-01-01,Dining & restaurants,109.08
2952,2024-01-01,Dining & restaurants,208.35
2953,2024-01-01,Dining & restaurants,277.19
2954,2024-01-01,Dining & restaurants,200.03
2955,2024-01-01,Dining & restaurants,16.65
2956,2024-01-01,Dining & restaurants,91.8
2957,2024-01-01,Dining & restaurants,225.88
2958,2024-01-01,Dining & restaurants,334.73
2959,2024-01-01,Dining & restaurants,367.82
2960,2024-01-01,Dining & restaurants,156.83
2961,2024-01-01,Dining & restaurants,378.79
2962,2024-01-01,Dining & restaurants,99.43
2963,2024-01-01,Dining & restaurants,348.8
2964,2024-01-01,Dining & restaurants,114.54
2965,2024-01-01,Dining & restaurants,234.68
2966,2024-01-01,Dining & restaurants,96.57
2967,2024-01-01,Dining & restaurants,211.8
2968,2024-01-01,Dining & restaurants,262.8
2969,2024-01-01,Dining & restaurants,74.19
2970,2024-01-01,Dining & restaurants,651.87
2971,2024-01-01,Dining & restaurants,107.42
2972,2024-01-01,Dining & restaurants,1056.58
2973,2024-01-01,Dining & restaurants,572.83
2974,2024-01-01,Dining & restaurants,111.85
2975,2024-01-01,Dining & restaurants,300.4
2976,2024-01-01,Dining & restaurants,186.02
2977,2024-01-01,Dining & restaurants,283.58
2978,2024-01-01,Dining & restaurants,1280.78
2979,2024-01-01,Dining & restaurants,673.82
2980,2024-01-01,Dining & restaurants,112.0
2981,2024-01-01,Dining & restaurants,477.26
2982,2024-01-01,Dining & restaurants,245.54
2983,2024-01-01,Dining & restaurants,231.4
2984,2024-01-01,Dining & restaurants,332.9
2985,2024-01-01,Dining & restaurants,144.45
2986,2024-01-01,Dining & restaurants,186.78
2987,2024-01-01,Dining & restaurants,296.67
2988,2024-01-01,Dining & restaurants,213.49
2989,2024-01-01,Dining & restaurants,146.55
2990,2024-01-01,Dining & restaurants,239.11
2991,2024-01-01,Dining & restaurants,703.0
2992,2024-01-01,Dining & restaurants,273.94
2993,2024-01-01,Dining & restaurants,114.41
2994,2024-01-01,Dining & restaurants,205.75
2995,2024-01-01,Dining & restaurants,1120.02
2996,2024-01-01,Dining & restaurants,101.39
2997,2024-01-01,Dining & restaurants,514.11
2998,2024-01-01,Dining & restaurants,275.74
2999,2024-01-01,Dining & restaurants,315.93
3000,2024-01-01,Dining & restaurants,175.95
3001,2024-01-01,Dining & restaurants,204.59
3002,2024-01-01,Dining & restaurants,38.83
3003,2024-01-01,Dining & restaurants,252.16
3004,2024-01-01,Dining & restaurants,351.09
3005,2024-01-01,Dining & restaurants,133.27
3006,2024-01-01,Dining & restaurants,462.95
3007,2024-01-01,Dining & restaurants,84.98
3008,2024-01-01,Dining & restaurants,942.61
3009,2024-01-01,Dining & restaurants,374.92
3010,2024-01-01,Dining & restaurants,390.89
3011,2024-01-01,Dining & restaurants,236.64
3012,2024-01-01,Dining & restaurants,403.36
3013,2024-01-01,Dining & restaurants,500.3
3014,2024-01-01,Dining & restaurants,231.65
3015,2024-01-01,Dining & restaurants,79.84
3016,2024-01-01,Dining & restaurants,473.46
3017,2024-01-01,Dining & restaurants,219.77
3018,2024-01-01,Dining & restaurants,213.7
3019,2024-01-01,Dining & restaurants,537.39
3020,2024-01-01,Dining & restaurants,131.51
3021,2024-01-01,Dining & restaurants,341.64
3022,2024-01-01,Dining & restaurants,344.37
3023,2024-01-01,Dining & restaurants,277.69
3024,2024-01-01,Dining & restaurants,199.09
3025,2024-01-01,Dining & restaurants,179.65
3026,2024-01-01,Dining & restaurants,532.65
3027,2024-01-01,Dining & restaurants,77.84
3028,2024-01-01,Dining & restaurants,97.61
3029,2024-01-01,Dining & restaurants,273.98
3030,2024-01-01,Dining & restaurants,200.72
3031,2024-01-01,Dining & restaurants,146.61
3032,2024-01-01,Dining & restaurants,484.75
3033,2024-01-01,Dining & restaurants,381.84
3034,2024-01-01,Dining & restaurants,146.89
3035,2024-01-01,Dining & restaurants,133.31
3036,2024-01-01,Dining & restaurants,415.29
3037,2024-01-01,Dining & restaurants,488.32
3038,2024-01-01,Dining & restaurants,266.35
3039,2024-01-01,Dining & restaurants,462.5
3040,2024-01-01,Dining & restaurants,147.93
3041,2024-01-01,Dining & restaurants,392.06
3042,2024-01-01,Dining & restaurants,32.73
3043,2024-01-01,Dining & restaurants,304.0
3044,2024-01-01,Dining & restaurants,211.68
3045,2024-01-01,Dining & restaurants,82.28
3046,2024-01-01,Dining & restaurants,125.62
3047,2024-01-01,Dining & restaurants,215.74
3048,2024-01-01,Dining & restaurants,247.7
3049,2024-01-01,Dining & restaurants,350.98
3050,2024-01-01,Dining & restaurants,1539.03
3051,2024-01-01,Dining & restaurants,739.83
3052,2024-01-01,Dining & restaurants,369.42
3053,2024-01-01,Dining & restaurants,369.94
3054,2024-01-01,Dining & restaurants,221.13
3055,2024-01-01,Dining & restaurants,128.09
3056,2024-01-01,Dining & restaurants,104.29
3057,2024-01-01,Dining & restaurants,136.62
3058,2024-01-01,Dining & restaurants,173.86
3059,2024-01-01,Dining & restaurants,321.01
3060,2024-01-01,Dining & restaurants,43.12
3061,2024-01-01,Dining & restaurants,697.63
3062,2024-01-01,Dining & restaurants,1172.26
3063,2024-01-01,Dining & restaurants,288.44
3064,2024-01-01,Dining & restaurants,84.91
3065,2024-01-01,Dining & restaurants,30.36
3066,2024-01-01,Dining & restaurants,79.14
3067,2024-01-01,Dining & restaurants,177.06
3068,2024-01-01,Dining & restaurants,137.06
3069,2024-01-01,Dining & restaurants,192.53
3070,2024-01-01,Dining & restaurants,125.71
3071,2024-01-01,Dining & restaurants,296.67
3072,2024-01-01,Dining & restaurants,304.0
3073,2024-01-01,Dining & restaurants,387.56
3074,2024-01-01,Dining & restaurants,164.16
