cardholder_id,segment,age_band,state,credit_limit,open_date
26231,Green,35-44,New York,12000,2023-09-26
26232,Green,25-34,New York,11000,2021-07-27
26233,Green,25-34,Oregon,14500,2019-04-26
26234,Entry,45-54,Pennsylvania,6500,2020-06-07
26235,Entry,25-34,Florida,4000,2020-10-18
26236,Green,18-24,Iowa,9000,2019-02-15
26237,Platinum,45-54,New York,71500,2023-08-11
26238,Green,45-54,Ohio,14000,2020-06-02
26239,Platinum,55-64,New York,80500,2023-03-20
26240,Green,35-44,New York,15500,2021-01-07
26241,Gold,65+,Utah,41500,2021-06-08
26242,Green,45-54,North Carolina,12500,2020-07-10
26243,Platinum,35-44,California,60500,2019-12-07
26244,Green,45-54,Texas,16000,2020-02-12
26245,Platinum,45-54,Nevada,49500,2020-01-14
26246,Gold,35-44,California,25500,2020-07-20
26247,Green,35-44,Utah,17500,2022-04-08
26248,Green,45-54,Texas,14000,2023-05-30
26249,Platinum,35-44,Hawaii,44000,2020-01-18
26250,Gold,35-44,Arizona,15000,2021-06-13
26251,Platinum,65+,Hawaii,59000,2021-12-31
26252,Green,18-24,Ohio,10000,2023-04-03
26253,Entry,45-54,New Jersey,4000,2022-03-02
26254,Green,55-64,New York,8500,2021-07-06
26255,Gold,25-34,Texas,44500,2021-02-11
26256,Gold,25-34,California,42500,2023-11-19
26257,Entry,35-44,Florida,6500,2019-02-10
26258,Gold,18-24,Illinois,34000,2019-08-12
26259,Green,35-44,Florida,8500,2021-08-22
26260,Gold,45-54,Arkansas,17500,2022-10-31
26261,Green,55-64,Texas,12500,2021-02-15
26262,Green,18-24,Texas,9000,2021-01-24
26263,Gold,35-44,Texas,41500,2023-11-15
26264,Green,45-54,Colorado,18000,2019-10-12
26265,Green,45-54,Massachusetts,15500,2022-05-27
26266,Gold,18-24,Texas,29500,2020-06-22
26267,Gold,18-24,California,26000,2021-09-08
26268,Green,45-54,California,5000,2022-05-16
26269,Platinum,25-34,New York,93500,2021-06-19
26270,Green,35-44,Tennessee,17500,2019-05-22
26271,Platinum,25-34,South Carolina,64000,2019-03-30
26272,Platinum,25-34,South Carolina,97000,2020-01-07
26273,Gold,25-34,Illinois,34500,2021-02-28
26274,Platinum,45-54,Wisconsin,94500,2019-02-24
26275,Green,45-54,Michigan,13500,2021-03-15
26276,Gold,25-34,California,16000,2021-05-26
26277,Green,18-24,Alabama,16000,2022-10-04
26278,Entry,35-44,Georgia,6500,2022-06-03
26279,Green,25-34,Pennsylvania,10500,2019-01-13
26280,Gold,18-24,Washington,31000,2021-05-17
26281,Entry,25-34,Texas,1000,2023-11-27
26282,Gold,25-34,Texas,28000,2023-09-12
26283,Green,45-54,Illinois,16500,2021-11-02
26284,Gold,55-64,North Carolina,35500,2019-07-23
26285,Gold,25-34,California,19000,2023-06-27
26286,Green,25-34,California,13500,2023-03-14
26287,Gold,35-44,Oklahoma,24500,2020-10-16
26288,Green,25-34,Florida,17000,2020-06-27
26289,Gold,65+,California,41000,2021-03-16
26290,Green,25-34,Texas,7500,2023-04-12
26291,Green,25-34,Illinois,11500,2019-07-17
26292,Gold,35-44,Missouri,30000,2022-10-28
26293,Green,35-44,Florida,14500,2022-05-13
26294,Green,45-54,Colorado,18500,2023-03-05
26295,Green,65+,New York,11000,2023-12-07
26296,Green,35-44,Pennsylvania,6500,2019-03-07
26297,Green,35-44,New York,19500,2022-02-24
26298,Platinum,35-44,Colorado,54500,2022-07-24
26299,Green,45-54,New Jersey,6500,2019-11-26
26300,Green,45-54,Pennsylvania,19500,2022-10-31
26301,Gold,35-44,Michigan,41000,2020-09-28
26302,Green,35-44,Florida,7500,2020-07-16
26303,Platinum,35-44,Pennsylvania,64500,2019-11-04
26304,Gold,45-54,Nevada,27000,2023-07-10
26305,Platinum,45-54,California,48500,2022-11-01
26306,Platinum,45-54,Pennsylvania,90500,2020-04-05
26307,Gold,25-34,California,33500,2022-03-11
26308,Entry,55-64,Illinois,6500,2019-03-17
26309,Gold,18-24,Ohio,35000,2019-11-10
26310,Green,45-54,Tennessee,17000,2020-09-04
26311,Platinum,55-64,New York,53500,2022-11-11
26312,Green,55-64,New Jersey,7000,2022-11-30
26313,Entry,35-44,California,7000,2020-11-06
26314,Gold,35-44,New York,31000,2021-04-17
26315,Green,18-24,Washington,18000,2019-05-14
26316,Entry,45-54,California,6500,2020-05-21
26317,Green,25-34,Arizona,13500,2023-03-20
26318,Gold,35-44,Michigan,20000,2022-07-06
26319,Green,65+,Missouri,19000,2022-10-04
26320,Green,55-64,Tennessee,10500,2019-10-26
26321,Gold,35-44,Connecticut,38500,2022-09-04
26322,Gold,25-34,Georgia,22000,2023-03-23
26323,Gold,25-34,Colorado,27000,2022-06-15
26324,Gold,45-54,Oregon,25000,2020-07-22
26325,Green,45-54,Arizona,14000,2019-08-21
26326,Gold,25-34,Louisiana,31000,2023-09-07
26327,Gold,25-34,Pennsylvania,35000,2023-04-16
26328,Green,35-44,New York,19000,2023-09-06
26329,Gold,35-44,New York,37500,2021-09-02
26330,Gold,55-64,Florida,21000,2019-05-07
26331,Green,18-24,Colorado,14000,2022-08-30
26332,Gold,45-54,North Carolina,15000,2023-07-19
26333,Gold,55-64,Connecticut,21500,2021-04-30
26334,Platinum,45-54,South Carolina,56000,2023-11-06
26335,Green,25-34,Pennsylvania,8000,2019-04-30
26336,Green,35-44,Illinois,10500,2019-09-07
26337,Green,55-64,Idaho,15000,2021-03-03
26338,Gold,25-34,Ohio,38500,2020-10-02
26339,Green,65+,Rhode Island,9500,2019-05-29
26340,Green,25-34,New York,15500,2023-09-19
26341,Gold,25-34,Utah,29500,2023-12-20
26342,Entry,55-64,New York,2500,2021-02-28
26343,Entry,55-64,Arizona,3000,2022-02-04
26344,Gold,18-24,Vermont,26000,2022-05-18
26345,Gold,25-34,North Carolina,23500,2021-04-28
26346,Gold,65+,Wisconsin,20000,2019-06-23
26347,Gold,25-34,New York,44500,2023-10-07
26348,Entry,18-24,North Carolina,1500,2021-06-04
26349,Entry,25-34,Pennsylvania,3000,2021-01-18
26350,Platinum,45-54,Florida,47500,2022-02-25
26351,Green,55-64,California,17000,2023-12-21
26352,Green,25-34,Colorado,9500,2021-09-05
26353,Gold,25-34,West Virginia,27500,2021-07-20
26354,Green,35-44,Arizona,17000,2019-04-19
26355,Entry,45-54,California,4500,2023-01-24
26356,Gold,45-54,Massachusetts,41500,2022-09-17
26357,Platinum,35-44,Wyoming,46000,2021-01-01
26358,Platinum,18-24,Tennessee,81500,2021-11-22
26359,Gold,25-34,Illinois,29000,2023-06-02
26360,Gold,25-34,West Virginia,16500,2019-07-31
26361,Gold,18-24,Kentucky,16500,2023-12-07
26362,Green,65+,New Jersey,12000,2022-04-02
26363,Green,25-34,Connecticut,7500,2023-01-14
26364,Gold,55-64,New Jersey,33500,2020-08-03
26365,Gold,35-44,West Virginia,22500,2019-02-11
26366,Green,65+,Tennessee,11000,2021-10-14
26367,Green,25-34,Texas,12500,2023-12-04
26368,Gold,25-34,California,40000,2019-09-02
26369,Gold,18-24,New York,24500,2023-11-03
26370,Green,45-54,Texas,15500,2023-12-18
26371,Platinum,35-44,North Carolina,59500,2023-05-15
26372,Gold,55-64,Massachusetts,33000,2021-10-22
26373,Gold,45-54,California,17500,2021-11-18
26374,Gold,35-44,California,15000,2022-01-25
26375,Gold,35-44,Michigan,20000,2020-06-27
26376,Gold,25-34,California,40000,2023-02-28
26377,Green,18-24,Michigan,16000,2020-12-08
26378,Green,35-44,California,8000,2022-07-15
26379,Entry,25-34,Mississippi,6000,2019-03-21
26380,Platinum,55-64,New York,94500,2022-03-28
26381,Gold,55-64,California,20000,2020-01-03
26382,Green,45-54,Arizona,9000,2021-05-30
26383,Green,35-44,Michigan,9000,2022-08-18
26384,Gold,35-44,Louisiana,18500,2020-10-11
26385,Gold,35-44,Wisconsin,33000,2020-06-12
26386,Gold,45-54,New York,26500,2019-11-25
26387,Gold,25-34,Texas,27000,2022-05-07
26388,Gold,35-44,New York,23000,2020-07-30
26389,Entry,55-64,New York,2500,2019-04-17
26390,Platinum,35-44,Michigan,81000,2020-03-14
26391,Entry,18-24,Michigan,4500,2020-08-30
26392,Green,25-34,North Carolina,5500,2023-12-20
26393,Gold,45-54,California,30500,2022-09-10
26394,Green,65+,Kansas,19000,2023-01-23
26395,Green,55-64,Florida,15000,2022-06-23
26396,Gold,55-64,Oregon,19000,2023-06-11
26397,Gold,65+,Minnesota,37500,2022-02-10
26398,Green,25-34,New York,15500,2020-02-17
26399,Green,18-24,New York,11500,2020-04-19
26400,Green,35-44,Georgia,16500,2019-03-08
26401,Green,35-44,Florida,5000,2020-02-02
26402,Gold,35-44,Alabama,38000,2022-06-15
26403,Green,18-24,Kentucky,10500,2021-05-25
26404,Gold,35-44,New Jersey,42500,2023-10-17
26405,Green,25-34,California,8500,2023-06-07
26406,Green,45-54,Missouri,15000,2021-09-12
26407,Green,25-34,Massachusetts,15000,2019-05-08
26408,Green,65+,Georgia,8000,2019-07-31
26409,Green,55-64,Illinois,19500,2021-04-20
26410,Green,55-64,Washington,13000,2019-01-11
26411,Green,45-54,New York,19500,2020-12-09
26412,Platinum,45-54,North Carolina,69000,2020-04-06
26413,Entry,18-24,Massachusetts,3500,2020-02-28
26414,Platinum,45-54,Virginia,78000,2020-04-24
26415,Gold,45-54,Illinois,22500,2021-08-02
26416,Platinum,25-34,California,86500,2022-06-17
26417,Platinum,45-54,Illinois,81500,2020-11-06
26418,Green,35-44,South Carolina,10500,2022-07-13
26419,Gold,35-44,Georgia,17000,2021-12-18
26420,Green,25-34,California,15500,2020-04-20
26421,Gold,45-54,Florida,15000,2019-01-05
26422,Gold,55-64,Washington,43000,2020-10-06
26423,Gold,45-54,New York,18000,2020-08-05
26424,Green,35-44,Texas,10000,2020-09-26
26425,Green,65+,North Carolina,16500,2023-09-08
26426,Gold,35-44,Washington,33500,2023-11-04
26427,Gold,25-34,Pennsylvania,28500,2021-02-27
26428,Entry,65+,California,3500,2020-04-01
26429,Platinum,45-54,Colorado,72500,2023-05-10
26430,Green,45-54,Tennessee,15500,2023-06-24
26431,Gold,18-24,Illinois,16500,2021-02-11
26432,Platinum,25-34,California,83500,2019-05-14
26433,Gold,18-24,Arizona,17500,2021-05-13
26434,Platinum,45-54,West Virginia,63500,2021-12-01
26435,Green,25-34,Ohio,12500,2021-06-04
26436,Green,25-34,Virginia,8000,2021-06-16
26437,Green,25-34,Georgia,6500,2023-10-19
26438,Green,45-54,New York,5000,2020-02-20
26439,Green,35-44,Florida,12500,2022-02-26
26440,Green,65+,Arkansas,15500,2023-07-27
26441,Entry,35-44,Washington,2000,2020-09-04
26442,Platinum,55-64,Texas,69000,2021-05-29
26443,Gold,35-44,California,40500,2022-02-02
26444,Green,45-54,California,10000,2020-07-18
26445,Entry,25-34,Ohio,1500,2021-03-27
26446,Entry,45-54,California,6000,2021-12-06
26447,Green,25-34,Wisconsin,14500,2022-12-29
26448,Gold,45-54,Florida,21500,2022-07-07
26449,Platinum,35-44,Illinois,68000,2019-06-30
26450,Entry,25-34,Florida,1500,2020-09-05
26451,Gold,35-44,Georgia,18500,2022-12-06
26452,Gold,55-64,Wyoming,20000,2020-09-19
26453,Entry,25-34,South Carolina,6500,2023-07-02
26454,Platinum,25-34,New York,48000,2020-12-28
26455,Green,35-44,South Carolina,16500,2021-07-24
26456,Green,45-54,North Carolina,12000,2019-05-15
26457,Platinum,35-44,Colorado,75000,2021-10-22
26458,Gold,25-34,Ohio,38500,2021-01-30
26459,Platinum,18-24,Massachusetts,62000,2023-03-16
26460,Green,18-24,Illinois,19000,2021-09-18
26461,Green,18-24,New York,12000,2021-08-28
26462,Platinum,55-64,Ohio,62500,2023-06-06
26463,Entry,25-34,Pennsylvania,5500,2021-06-29
26464,Gold,25-34,Illinois,43500,2020-01-03
26465,Gold,65+,Minnesota,42000,2023-12-21
26466,Gold,55-64,Michigan,43500,2023-04-01
26467,Platinum,18-24,New York,61000,2019-12-14
26468,Entry,35-44,Texas,2000,2021-10-11
26469,Gold,45-54,California,41500,2022-10-21
26470,Gold,18-24,West Virginia,16000,2022-02-28
26471,Green,45-54,Florida,10000,2021-08-08
26472,Green,65+,Washington,18000,2020-03-08
26473,Gold,35-44,Tennessee,40000,2021-02-12
26474,Entry,35-44,Texas,3000,2023-11-15
26475,Green,45-54,Massachusetts,14500,2022-11-24
26476,Gold,45-54,California,35500,2023-04-04
26477,Green,45-54,California,16500,2023-11-01
26478,Entry,18-24,New York,6000,2023-12-01
26479,Green,55-64,Florida,16000,2020-02-22
26480,Green,55-64,Texas,13000,2020-11-10
26481,Entry,18-24,Pennsylvania,1000,2019-01-06
26482,Green,18-24,Arizona,19500,2019-05-08
26483,Platinum,35-44,Louisiana,90000,2020-06-19
26484,Gold,35-44,Michigan,36500,2023-01-26
26485,Green,65+,Georgia,12500,2020-08-06
26486,Gold,25-34,Georgia,27500,2021-06-04
26487,Entry,45-54,North Carolina,6500,2021-06-20
26488,Gold,35-44,New York,16500,2023-05-08
26489,Green,35-44,Tennessee,15000,2021-03-20
26490,Green,45-54,Massachusetts,14500,2021-09-30
26491,Green,35-44,Ohio,9500,2020-07-26
26492,Gold,18-24,Texas,34000,2022-12-15
26493,Platinum,55-64,Maryland,69500,2022-01-31
26494,Green,25-34,Texas,7000,2019-04-11
26495,Green,25-34,Texas,11000,2020-03-04
26496,Green,45-54,Texas,11000,2021-01-03
26497,Gold,35-44,North Dakota,21000,2022-08-13
26498,Platinum,35-44,New York,76500,2021-08-11
26499,Green,35-44,Maryland,5000,2019-01-09
26500,Entry,35-44,California,6500,2021-01-18
26501,Gold,35-44,Michigan,31500,2020-02-18
26502,Green,25-34,California,13500,2023-12-29
26503,Gold,65+,Arizona,36000,2021-09-05
26504,Green,35-44,New York,17000,2023-05-14
26505,Green,25-34,California,10000,2021-04-25
26506,Platinum,45-54,New York,93000,2019-03-21
26507,Green,55-64,California,7000,2022-12-15
26508,Gold,25-34,Texas,28000,2022-01-02
26509,Gold,35-44,Virginia,39000,2023-02-13
26510,Green,35-44,Wisconsin,16500,2019-09-15
26511,Platinum,25-34,Pennsylvania,63000,2022-02-08
26512,Green,55-64,Illinois,5500,2023-05-10
26513,Gold,45-54,Pennsylvania,44500,2023-11-23
26514,Green,18-24,Pennsylvania,18000,2023-02-21
26515,Platinum,65+,New York,57500,2019-09-06
26516,Green,35-44,New Hampshire,18000,2019-06-02
26517,Green,55-64,Massachusetts,13000,2021-12-22
26518,Entry,35-44,New Jersey,3500,2020-08-07
26519,Entry,45-54,Pennsylvania,1000,2020-03-17
26520,Gold,35-44,Tennessee,30000,2021-12-28
26521,Platinum,35-44,Virginia,83500,2023-01-09
26522,Green,25-34,Wisconsin,18000,2022-03-05
26523,Green,65+,California,18500,2021-05-15
26524,Platinum,25-34,California,85000,2019-10-27
26525,Platinum,35-44,North Carolina,99500,2019-12-04
26526,Green,25-34,Florida,19000,2020-04-21
26527,Entry,65+,Minnesota,7000,2023-02-27
26528,Entry,35-44,Texas,5500,2019-06-20
26529,Platinum,55-64,New York,86500,2023-05-24
26530,Gold,35-44,Illinois,19000,2019-08-25
26531,Platinum,55-64,Utah,76500,2023-12-16
26532,Green,35-44,Texas,12000,2020-07-23
26533,Green,35-44,New Jersey,18000,2023-10-01
26534,Green,35-44,New Hampshire,13000,2022-05-23
26535,Green,18-24,Tennessee,9500,2021-10-29
26536,Platinum,35-44,Georgia,68000,2019-02-28
26537,Gold,65+,North Carolina,31500,2022-04-29
26538,Entry,45-54,Texas,1500,2020-02-06
26539,Gold,55-64,Pennsylvania,42000,2019-03-04
26540,Gold,25-34,Georgia,33000,2021-04-09
26541,Green,35-44,Ohio,5500,2023-01-06
26542,Green,18-24,California,11500,2020-12-04
26543,Entry,45-54,Texas,1500,2021-06-21
26544,Gold,45-54,New York,42500,2023-12-15
26545,Green,45-54,Georgia,17000,2020-05-17
26546,Green,25-34,Texas,8500,2021-01-01
26547,Entry,25-34,New York,7500,2021-03-15
26548,Green,45-54,Florida,8000,2020-12-23
26549,Green,45-54,Massachusetts,5000,2022-04-02
26550,Platinum,25-34,Florida,99000,2021-09-28
26551,Green,35-44,Michigan,14500,2019-01-01
26552,Gold,35-44,Texas,18000,2021-05-19
26553,Platinum,18-24,New York,97000,2022-03-05
26554,Platinum,35-44,Illinois,56000,2019-08-14
26555,Green,45-54,New York,8500,2019-02-21
26556,Gold,25-34,Texas,35500,2023-11-15
26557,Green,45-54,Idaho,6500,2022-02-24
26558,Green,25-34,Massachusetts,6000,2023-05-16
26559,Platinum,45-54,California,46000,2023-10-10
26560,Green,35-44,Texas,9500,2022-11-06
26561,Gold,55-64,Massachusetts,28000,2021-03-28
26562,Gold,35-44,Florida,36000,2020-12-23
26563,Green,25-34,Ohio,7500,2021-06-25
26564,Green,55-64,Minnesota,15000,2019-06-25
26565,Green,45-54,California,11000,2020-06-07
26566,Green,25-34,Arizona,8500,2021-06-12
26567,Green,18-24,Ohio,6500,2020-11-07
26568,Gold,25-34,New York,29500,2019-06-24
26569,Green,55-64,Florida,14500,2023-02-28
26570,Green,35-44,California,5000,2019-10-20
26571,Platinum,35-44,Hawaii,56500,2023-04-08
26572,Green,45-54,Texas,7000,2023-12-11
26573,Green,45-54,Tennessee,9000,2023-12-19
26574,Gold,55-64,Pennsylvania,29000,2022-09-08
26575,Entry,35-44,Pennsylvania,2000,2020-02-19
26576,Gold,35-44,Washington,27000,2023-01-21
26577,Entry,25-34,Kentucky,5500,2020-01-05
26578,Gold,45-54,North Carolina,41000,2023-10-06
26579,Green,35-44,Minnesota,14000,2022-04-27
26580,Green,25-34,Missouri,19500,2021-11-23
26581,Green,35-44,Massachusetts,15000,2020-02-29
26582,Platinum,45-54,Arizona,45500,2023-12-23
26583,Gold,45-54,Indiana,37000,2022-03-13
26584,Platinum,35-44,California,66000,2020-12-12
26585,Green,25-34,Arizona,14000,2023-12-27
26586,Gold,45-54,Ohio,19000,2022-07-10
26587,Green,45-54,New York,13500,2019-07-09
26588,Green,35-44,New Jersey,10000,2023-12-18
26589,Entry,25-34,New York,1500,2022-10-05
26590,Platinum,25-34,New Jersey,92500,2019-01-10
26591,Green,35-44,Kentucky,16000,2021-09-08
26592,Gold,55-64,North Carolina,31500,2021-03-23
26593,Green,45-54,Oregon,8000,2019-06-24
26594,Green,55-64,New York,12500,2022-12-23
26595,Platinum,55-64,Texas,46500,2022-10-11
26596,Gold,35-44,North Carolina,40000,2023-03-29
26597,Green,35-44,Illinois,6000,2023-09-06
26598,Gold,25-34,Illinois,24000,2021-02-25
26599,Entry,45-54,California,2500,2020-08-10
26600,Gold,35-44,Connecticut,32500,2022-09-29
26601,Entry,25-34,California,3000,2020-01-08
26602,Green,25-34,New York,11500,2023-05-11
26603,Entry,45-54,Pennsylvania,7500,2022-12-15
26604,Green,35-44,Colorado,14000,2023-03-12
26605,Green,18-24,Arizona,7000,2019-10-13
26606,Platinum,55-64,California,45000,2020-12-08
26607,Green,45-54,California,7500,2022-01-07
26608,Platinum,18-24,North Carolina,93000,2019-07-28
26609,Gold,35-44,California,35000,2021-03-25
26610,Green,45-54,North Carolina,11500,2020-04-25
26611,Green,18-24,Texas,8500,2019-12-11
26612,Platinum,45-54,Texas,62500,2022-02-25
26613,Green,35-44,Texas,14500,2023-09-09
26614,Green,45-54,New Jersey,16500,2023-09-26
26615,Platinum,55-64,Pennsylvania,75000,2020-06-26
26616,Green,45-54,Texas,18000,2021-10-10
26617,Green,18-24,California,9500,2023-05-31
26618,Platinum,35-44,Pennsylvania,60500,2023-03-24
26619,Green,35-44,Georgia,15000,2022-03-25
26620,Green,35-44,Washington,6500,2022-05-09
26621,Green,65+,California,15500,2023-04-23
26622,Gold,25-34,Florida,42500,2023-03-02
26623,Green,55-64,Florida,16500,2022-05-27
26624,Platinum,65+,Florida,85500,2020-08-30
26625,Gold,65+,Utah,35500,2020-01-03
26626,Gold,45-54,Florida,17000,2023-04-27
26627,Green,35-44,Arizona,6500,2022-05-06
26628,Green,25-34,Nevada,7500,2021-05-19
26629,Platinum,45-54,California,52000,2023-01-12
26630,Platinum,45-54,Colorado,90500,2022-06-16
26631,Gold,35-44,Massachusetts,28000,2022-04-29
26632,Platinum,45-54,Kentucky,68500,2022-01-04
26633,Green,25-34,Pennsylvania,10000,2023-10-03
26634,Green,45-54,Kansas,7500,2023-09-16
26635,Entry,55-64,Pennsylvania,3500,2023-12-06
26636,Entry,35-44,California,4500,2020-12-16
26637,Green,45-54,New Jersey,19500,2020-07-25
26638,Platinum,45-54,California,85000,2019-10-24
26639,Gold,18-24,Nebraska,18500,2019-05-31
26640,Green,25-34,California,9000,2023-06-20
26641,Green,45-54,Michigan,15000,2021-05-13
26642,Green,18-24,California,6500,2020-03-24
26643,Entry,65+,Ohio,3500,2022-02-26
26644,Green,55-64,California,10000,2019-03-13
26645,Platinum,35-44,North Carolina,91500,2019-06-18
26646,Gold,35-44,North Carolina,25500,2022-08-24
26647,Green,45-54,California,5000,2023-09-22
26648,Green,45-54,Texas,7500,2022-02-04
26649,Gold,25-34,Michigan,33000,2021-03-26
26650,Green,25-34,Massachusetts,14000,2023-04-01
26651,Green,45-54,New York,12000,2021-03-07
26652,Green,55-64,Texas,9500,2023-12-27
26653,Gold,25-34,Virginia,40500,2020-01-23
26654,Green,45-54,Georgia,9000,2020-09-19
26655,Green,55-64,New York,12000,2022-09-12
26656,Gold,25-34,West Virginia,39500,2023-01-28
26657,Green,35-44,Florida,7500,2022-09-26
26658,Green,55-64,Virginia,11500,2020-10-30
26659,Green,35-44,Nevada,10500,2020-12-31
26660,Gold,25-34,Kansas,16500,2021-05-04
26661,Entry,45-54,South Carolina,5000,2020-10-11
26662,Platinum,35-44,Washington,91500,2019-05-24
26663,Green,45-54,Texas,6000,2023-03-03
26664,Green,25-34,Louisiana,9500,2020-12-10
26665,Gold,35-44,West Virginia,15000,2019-12-03
26666,Green,35-44,California,16500,2020-08-03
26667,Green,65+,Kentucky,12500,2019-06-02
26668,Green,45-54,Utah,11000,2022-06-15
26669,Green,45-54,Pennsylvania,9500,2020-05-28
26670,Platinum,25-34,Minnesota,90000,2022-03-22
26671,Platinum,65+,Iowa,42500,2022-03-16
26672,Platinum,18-24,Florida,64500,2022-10-13
26673,Entry,18-24,Pennsylvania,3000,2023-05-18
26674,Green,18-24,Texas,13000,2021-08-26
26675,Entry,55-64,New York,3000,2022-02-19
26676,Platinum,45-54,Utah,41500,2023-04-11
26677,Green,65+,Texas,17500,2022-10-02
26678,Platinum,18-24,Oklahoma,62000,2022-11-20
26679,Green,45-54,North Carolina,13500,2019-08-25
26680,Gold,35-44,Michigan,28000,2023-12-09
26681,Platinum,45-54,Illinois,64000,2021-01-09
26682,Green,35-44,New York,10500,2023-07-20
26683,Gold,45-54,Ohio,37000,2020-04-29
26684,Green,55-64,New York,8000,2020-09-11
26685,Green,45-54,Ohio,13500,2019-11-13
26686,Green,55-64,California,7500,2021-12-29
26687,Entry,45-54,Alabama,6000,2020-08-10
26688,Gold,55-64,New York,25000,2023-12-16
26689,Green,45-54,Arizona,5000,2023-12-11
26690,Green,35-44,Massachusetts,12500,2023-06-19
26691,Green,18-24,New York,16000,2021-01-18
26692,Platinum,55-64,North Dakota,92500,2021-04-23
26693,Green,25-34,Ohio,13500,2021-02-23
26694,Platinum,18-24,Tennessee,55500,2020-06-18
26695,Gold,35-44,California,42000,2023-12-27
26696,Platinum,45-54,New York,96500,2019-01-30
26697,Platinum,45-54,California,70500,2019-04-24
26698,Platinum,45-54,Florida,65000,2023-06-11
26699,Platinum,45-54,Colorado,61500,2021-07-11
26700,Gold,55-64,Texas,20500,2020-07-07
26701,Gold,45-54,Illinois,37000,2023-03-08
26702,Platinum,55-64,Texas,78000,2020-05-11
26703,Green,35-44,New York,11500,2021-07-05
26704,Gold,18-24,California,38000,2022-08-28
26705,Platinum,45-54,Ohio,46000,2021-11-03
26706,Gold,25-34,Texas,17500,2019-03-05
26707,Gold,55-64,New York,31000,2022-07-10
26708,Gold,45-54,Florida,25500,2023-11-01
26709,Gold,45-54,New York,27500,2019-07-21
26710,Green,25-34,Pennsylvania,19500,2021-03-22
26711,Green,45-54,California,17500,2022-06-20
26712,Entry,35-44,Michigan,7000,2021-10-07
26713,Green,25-34,New York,8000,2023-09-14
26714,Green,55-64,Ohio,18500,2019-02-07
26715,Gold,35-44,California,15500,2020-09-02
26716,Green,25-34,California,5000,2019-11-20
26717,Platinum,35-44,Florida,71500,2023-09-03
26718,Green,25-34,Virginia,10000,2020-06-11
26719,Gold,35-44,Pennsylvania,44500,2020-04-21
26720,Green,25-34,Michigan,7000,2022-09-14
26721,Entry,35-44,Massachusetts,2500,2019-12-28
26722,Entry,45-54,Michigan,3500,2020-03-16
26723,Gold,65+,Maryland,23500,2019-05-07
26724,Gold,25-34,New York,16000,2019-03-07
26725,Green,25-34,California,8500,2023-10-24
26726,Green,18-24,California,5500,2022-02-16
26727,Gold,25-34,Texas,24000,2022-09-16
26728,Green,35-44,California,10500,2019-01-21
26729,Green,35-44,New York,18500,2023-08-19
26730,Entry,25-34,Washington,5500,2020-11-02
26731,Green,25-34,New Jersey,7500,2019-08-05
26732,Green,35-44,Texas,9500,2021-09-09
26733,Green,35-44,North Carolina,8500,2021-04-16
26734,Green,35-44,South Carolina,5000,2022-08-18
26735,Green,55-64,Colorado,5000,2020-12-31
26736,Green,35-44,Texas,18500,2020-06-10
26737,Entry,35-44,Arizona,1500,2022-05-13
26738,Green,25-34,Pennsylvania,10500,2019-11-10
26739,Gold,35-44,New York,30500,2020-02-15
26740,Green,55-64,Georgia,5500,2022-03-12
26741,Green,65+,Texas,7500,2022-11-07
26742,Platinum,35-44,Florida,57500,2021-11-02
26743,Green,25-34,Florida,15500,2023-09-22
26744,Green,55-64,Florida,17500,2023-04-16
26745,Green,25-34,California,18000,2022-06-15
26746,Green,25-34,Illinois,12000,2020-03-15
26747,Gold,25-34,Missouri,43500,2021-08-29
26748,Entry,35-44,Missouri,4000,2019-04-13
26749,Gold,35-44,Illinois,20000,2022-08-15
26750,Platinum,25-34,California,64000,2020-04-23
26751,Gold,45-54,North Carolina,21500,2023-06-13
26752,Green,45-54,Washington,13500,2020-06-10
26753,Gold,65+,Maryland,32000,2020-05-01
26754,Gold,35-44,Missouri,24500,2022-06-15
26755,Green,55-64,New Jersey,13000,2022-09-07
26756,Gold,35-44,Maryland,15000,2019-10-18
26757,Green,18-24,New York,17500,2020-06-28
26758,Green,25-34,North Carolina,14000,2023-07-26
26759,Green,35-44,Connecticut,8500,2022-08-24
26760,Gold,55-64,Georgia,44000,2019-03-11
26761,Green,18-24,Utah,12500,2022-09-22
26762,Gold,55-64,Kentucky,24500,2020-08-05
26763,Green,45-54,California,5500,2019-02-23
26764,Green,18-24,Alabama,18000,2021-01-05
26765,Gold,25-34,California,37500,2019-10-04
26766,Platinum,18-24,Illinois,40500,2021-12-25
26767,Gold,45-54,Tennessee,36500,2022-12-12
26768,Gold,35-44,California,15000,2019-04-12
26769,Green,35-44,Illinois,5000,2020-11-03
26770,Green,25-34,New York,8500,2019-04-14
26771,Gold,35-44,Michigan,42000,2020-07-16
26772,Green,45-54,Indiana,10000,2020-10-05
26773,Entry,25-34,New Jersey,4500,2019-12-06
26774,Green,55-64,Georgia,7500,2022-05-04
26775,Platinum,18-24,Missouri,68500,2020-03-29
26776,Green,45-54,Maryland,11500,2021-01-04
26777,Green,25-34,Ohio,7500,2023-04-08
26778,Green,25-34,Maryland,14000,2021-03-15
26779,Gold,35-44,Utah,35000,2022-08-24
26780,Gold,45-54,California,21500,2022-06-30
26781,Green,25-34,Nevada,19500,2022-10-05
26782,Green,35-44,California,18000,2022-07-18
26783,Green,35-44,New York,18000,2022-02-10
